h3_id,suburb,month,sr_count
88ad3612b1fffff,CRAWFORD,Oct 2020,24
88ad36bb69fffff,NOORDHOEK,Oct 2020,24
88ad3611b9fffff,VASCO ESTATE,Jan 2020,24
88ad36c661fffff,FIRGROVE,Jun 2020,24
88ad36c45bfffff,EERSTERIVIER SOUTH,Jul 2020,24
88ad361ad3fffff,AVONDALE - PAROW,Jan 2020,24
88ad36b969fffff,HOUT BAY,Jan 2020,24
88ad361945fffff,BLOEKOMBOS,Mar 2020,24
88ad361435fffff,FRESNAYE,Jun 2020,24
88ad3611c7fffff,ELSIES RIVER,Jun 2020,24
88ad361ae1fffff,CHRISMAR,Nov 2020,24
88ad361165fffff,BELHAR EXT 22,Mar 2020,24
88ad361949fffff,WALLACEDENE,Oct 2020,24
88ad3656d5fffff,GREENVILLE GARDEN CITY,Jun 2020,24
88ad368dadfffff,PLUMSTEAD,Nov 2020,24
88ad368dcdfffff,RETREAT,Nov 2020,24
88ad36d437fffff,STRAND,Jan 2020,24
88ad368c07fffff,STEENBERG,Sep 2020,24
88ad3610b9fffff,PINELANDS,Mar 2020,24
88ad3689e5fffff,HARARE,Nov 2020,24
88ad36119dfffff,RUYTERWACHT,Nov 2020,24
88ad361225fffff,PHILIPPI,Oct 2020,24
88ad3688bdfffff,STRANDFONTEIN,Sep 2020,24
88ad36133dfffff,DELFT 9,Jan 2020,24
88ad368dbbfffff,CONSTANTIA,Jan 2020,24
88ad3688adfffff,ROCKLANDS,Nov 2020,24
88ad361199fffff,THORNTON,Dec 2020,24
88ad360005fffff,TABLE VIEW,Jul 2020,24
88ad367011fffff,PROTEA PARK - WESFLEUR,Nov 2020,24
88ad368c47fffff,MUIZENBERG,Sep 2020,24
88ad361a81fffff,BOSTON,May 2020,24
88ad361161fffff,BELHAR EXT 21,Jul 2020,24
88ad368dabfffff,PLUMSTEAD,Sep 2020,24
88ad3619dbfffff,DURBANVILLE,Jan 2020,24
88ad36d423fffff,STRAND,Jun 2020,24
88ad360337fffff,RICHWOOD,Jan 2020,24
88ad368c07fffff,STEENBERG,Oct 2020,24
88ad368993fffff,PORTLAND,Sep 2020,24
88ad361ae9fffff,DE LA HAYE,Jul 2020,24
88ad36b969fffff,HOUT BAY,Sep 2020,24
88ad361b33fffff,SCOTTSDENE,May 2020,24
88ad368987fffff,EASTRIDGE,Jul 2020,24
88ad36c6d9fffff,MANDELA PARK,Apr 2020,24
88ad36109bfffff,MOWBRAY,Jun 2020,24
88ad36111dfffff,BELHAR EXT 1,Feb 2020,24
88ad36d42dfffff,NOMZAMO,Mar 2020,24
88ad36b967fffff,HOUT BAY,Aug 2020,24
88ad361709fffff,BISHOPSCOURT,Jan 2020,24
88ad3610bdfffff,PINELANDS,Nov 2020,24
88ad368c2dfffff,LAVENDER HILL,Apr 2020,24
88ad36156dfffff,MAITLAND,Feb 2020,24
88ad36d5abfffff,BRIZA,Sep 2020,24
88ad368c33fffff,TOKAI,Sep 2020,24
88ad361269fffff,WOODLANDS,Mar 2020,24
88ad36d545fffff,SUN CITY,Nov 2020,24
88ad368d23fffff,PHILIPPI,Sep 2020,24
88ad360037fffff,WEST BEACH,Jul 2020,24
88ad3611c3fffff,THE RANGE,Oct 2020,24
88ad361545fffff,OBSERVATORY,Jun 2020,24
88ad361269fffff,WOODLANDS,Sep 2020,24
88ad360067fffff,TABLE VIEW,Mar 2020,24
88ad36c6c1fffff,UMRHABULO TRIANGLE,May 2020,24
88ad361323fffff,DELFT 7,Feb 2020,24
88ad361455fffff,CAMPS BAY / BAKOVEN,Oct 2020,24
88ad361aa9fffff,BO OAKDALE,Mar 2020,24
88ad361269fffff,WOODLANDS,Jul 2020,24
88ad368d15fffff,GRASSY PARK,Jun 2020,24
88ad368939fffff,MONWABISI,Aug 2020,24
88ad368da7fffff,WYNBERG,Apr 2020,24
88ad36c45bfffff,EERSTERIVIER,Jan 2020,24
88ad361093fffff,OBSERVATORY,Mar 2020,24
88ad36c4d9fffff,FAIRDALE,Sep 2020,24
88ad36c4c1fffff,KLEINVLEI TOWN,Jan 2020,24
88ad361237fffff,GUGULETU,Aug 2020,24
88ad368dadfffff,PLUMSTEAD,Mar 2020,24
88ad3615c5fffff,THREE ANCHOR BAY,Nov 2020,24
88ad3612d9fffff,LOTUS RIVER,Jan 2020,24
88ad361149fffff,VOORBRUG,Nov 2020,24
88ad36c4b1fffff,HIGHBURY,Sep 2020,24
88ad36c6b1fffff,MFULENI,Jan 2020,24
88ad361a59fffff,SAREPTA,Dec 2020,24
88ad36d553fffff,LWANDLE,Dec 2020,24
88ad361241fffff,WESTGATE,Jan 2020,24
88ad361ac9fffff,BELLVILLE SOUTH,Jun 2020,24
88ad36114bfffff,LEIDEN,Nov 2020,24
88ad36104dfffff,CROSSROADS,Jan 2020,24
88ad36174dfffff,KENILWORTH,Feb 2020,24
88ad36d537fffff,LAND EN ZEEZICHT,Feb 2020,24
88ad368e13fffff,FISH HOEK,Dec 2020,24
88ad361049fffff,NYANGA,Jun 2020,24
88ad361045fffff,CROSSROADS,Jun 2020,24
88ad3601c1fffff,PARKLANDS,Sep 2020,24
88ad368995fffff,BEACON VALLEY,Apr 2020,24
88ad361011fffff,SURREY ESTATE,Nov 2020,24
88ad36c6b7fffff,FOUNTAIN VILLAGE,Dec 2020,24
88ad361129fffff,BELHAR EXT 23,Mar 2020,24
88ad36c4cbfffff,MALIBU VILLAGE,May 2020,24
88ad3611cdfffff,CLARKES ESTATE,May 2020,24
88ad36b963fffff,HOUT BAY,Jul 2020,24
88ad361543fffff,WOODSTOCK,Feb 2020,24
88ad367011fffff,PROTEA PARK - WESFLEUR,Mar 2020,24
88ad3611e5fffff,RAVENSMEAD,Jun 2020,24
88ad3601c7fffff,PARKLANDS,Aug 2020,24
88ad360267fffff,SUMMER GREENS,Jun 2020,24
88ad3611cdfffff,ADRIAANSE,May 2020,24
88ad36c45bfffff,EERSTERIVIER SOUTH,Apr 2020,24
88ad36c48bfffff,HAPPY VALLEY,Feb 2020,24
88ad36b901fffff,HOUT BAY,Sep 2020,24
88ad36c4cdfffff,KLEINVLEI TOWN,Jan 2020,24
88ad361545fffff,OBSERVATORY,Sep 2020,24
88ad368d85fffff,PLUMSTEAD,Nov 2020,24
88ad36134dfffff,VICTORIA MXENGE,Apr 2020,24
88ad361011fffff,SURREY ESTATE,Mar 2020,24
88ad368581fffff,OCEAN VIEW,Apr 2020,24
88ad368463fffff,SCARBOROUGH,Oct 2020,24
88ad3689a7fffff,VICTORIA MXENGE,Aug 2020,24
88ad3612a3fffff,PENLYN ESTATE,Jul 2020,24
88ad361023fffff,NOOITGEDACHT,Jul 2020,24
88ad360027fffff,PARKLANDS,Apr 2020,24
88ad361147fffff,THE HAGUE,Apr 2020,24
88ad36d423fffff,ONVERWACHT - THE STRAND,Nov 2020,24
88ad368c25fffff,RETREAT,Mar 2020,24
88ad361347fffff,MXOLISI PHETANI,Nov 2020,24
88ad361269fffff,WOODLANDS,Dec 2020,24
88ad361941fffff,BLOEKOMBOS,Mar 2020,24
88ad36d42bfffff,STRAND,Mar 2020,24
88ad3601cbfffff,SUNNINGDALE,Dec 2020,24
88ad3688a1fffff,ROCKLANDS,Aug 2020,24
88ad367011fffff,PROTEA PARK - WESFLEUR,Jun 2020,24
88ad3671dbfffff,SHERWOOD,Mar 2020,24
88ad36182dfffff,WINDSOR ESTATE,Sep 2020,24
88ad368d1dfffff,ZEEKOEVLEI,Feb 2020,24
88ad3611e5fffff,RAVENSMEAD,Sep 2020,24
88ad36151bfffff,BO-KAAP,Feb 2020,24
88ad368463fffff,SCARBOROUGH,Jun 2020,23
88ad368987fffff,EASTRIDGE,Dec 2020,23
88ad36183bfffff,SONSTRAAL,Sep 2020,23
88ad36c4bbfffff,HIGHBURY PARK,Jul 2020,23
88ad36140bfffff,CAMPS BAY / BAKOVEN,Jul 2020,23
88ad3611e9fffff,CRAVENBY,Nov 2020,23
88ad361a1bfffff,BELLVILLE SOUTH,May 2020,23
88ad36105bfffff,MANENBERG,Dec 2020,23
88ad368c09fffff,LAKESIDE,Feb 2020,23
88ad361237fffff,GUGULETU,Dec 2020,23
88ad361335fffff,DELFT 7,Feb 2020,23
88ad361023fffff,NOOITGEDACHT,May 2020,23
88ad361a99fffff,DE TIJGER,Nov 2020,23
88ad36c6e5fffff,EERSTERIVIER SOUTH,Aug 2020,23
88ad368da1fffff,WYNBERG,Jul 2020,23
88ad361237fffff,GUGULETU,Mar 2020,23
88ad36c48dfffff,GAYLEE,Jul 2020,23
88ad36c483fffff,WIMBLEDON ESTATE,Dec 2020,23
88ad361ad9fffff,KLIPKOP,Feb 2020,23
88ad3601d3fffff,BIG BAY,Aug 2020,23
88ad3611e9fffff,CRAVENBY,Mar 2020,23
88ad36186dfffff,NORTHPINE,May 2020,23
88ad361ad3fffff,FAIRFIELD ESTATE,Jul 2020,23
88ad360e25fffff,MELKBOSCH STRAND,Jan 2020,23
88ad36c4c9fffff,TUSCANY GLEN,Jul 2020,23
88ad3601d5fffff,SUNNINGDALE,Jan 2020,23
88ad3611c1fffff,CLARKES ESTATE,Nov 2020,23
88ad361181fffff,RUYTERWACHT,Apr 2020,23
88ad3688a5fffff,ROCKLANDS,Jun 2020,23
88ad3611cdfffff,ADRIAANSE,Nov 2020,23
88ad36d5a9fffff,BRIZA,Dec 2020,23
88ad3611bbfffff,GOODWOOD  EXT 1,Aug 2020,23
88ad3689a9fffff,ILITHA PARK,Jan 2020,23
88ad361137fffff,RAVENSMEAD,Oct 2020,23
88ad368d83fffff,CONSTANTIA,Jul 2020,23
88ad361113fffff,CONNAUGHT,Jan 2020,23
88ad36131bfffff,CROSSROADS,Jul 2020,23
88ad3612c9fffff,LOTUS RIVER,Oct 2020,23
88ad368937fffff,MANDELA PARK,Oct 2020,23
88ad361949fffff,WALLACEDENE,Apr 2020,23
88ad36010bfffff,DUNOON,Nov 2020,23
88ad3612bbfffff,LANSDOWNE,Feb 2020,23
88ad36c2d3fffff,LA SANDRA,Aug 2020,23
88ad361745fffff,KENILWORTH,Sep 2020,23
88ad360241fffff,KENSINGTON,Aug 2020,23
88ad368de5fffff,PARKWOOD,Nov 2020,23
88ad36150dfffff,WOODSTOCK,Aug 2020,23
88ad361267fffff,LENTEGEUR,Feb 2020,23
88ad361867fffff,SCOTTSVILLE,Oct 2020,23
88ad361b35fffff,WALLACEDENE,Feb 2020,23
88ad36c69bfffff,NONQUBELA,Mar 2020,23
88ad36111bfffff,BISHOP LAVIS,Mar 2020,23
88ad360259fffff,BROOKLYN,Sep 2020,23
88ad3615c5fffff,THREE ANCHOR BAY,Jan 2020,23
88ad360203fffff,MILNERTON,Aug 2020,23
88ad3688b9fffff,STRANDFONTEIN,Jul 2020,23
88ad368dd5fffff,BERGVLIET,Oct 2020,23
88ad360223fffff,JOE SLOVO PARK,Oct 2020,23
88ad361ad3fffff,AVONDALE - PAROW,Dec 2020,23
88ad360347fffff,WELGELEGEN,Dec 2020,23
88ad361081fffff,PINELANDS,Nov 2020,23
88ad368c61fffff,VRYGROND,Dec 2020,23
88ad36109bfffff,MOWBRAY,Dec 2020,23
88ad3689a5fffff,EYETHU,Oct 2020,23
88ad36d437fffff,STRAND,Aug 2020,23
88ad36c413fffff,ROSEDALE - KLEIN VLEI,Sep 2020,23
88ad36c48bfffff,HAPPY VALLEY,Dec 2020,23
88ad368edbfffff,SUNNYDALE,Nov 2020,23
88ad36c483fffff,SUNBIRD PARK,Aug 2020,23
88ad3611e1fffff,CRAVENBY,Feb 2020,23
88ad361a59fffff,SAREPTA,Sep 2020,23
88ad361083fffff,PINELANDS,Nov 2020,23
88ad361035fffff,KALKSTEENFONTEIN,Feb 2020,23
88ad360243fffff,KENSINGTON,Oct 2020,23
88ad36b963fffff,HOUT BAY,Oct 2020,23
88ad361765fffff,RONDEBOSCH,Oct 2020,23
88ad361285fffff,HANOVER PARK,Feb 2020,23
88ad368d2bfffff,EAGLE PARK,Sep 2020,23
88ad368d47fffff,PEACOCK CLOSE,Dec 2020,23
88ad3611ebfffff,AVONWOOD,May 2020,23
88ad36c485fffff,BLACKHEATH INDUSTRIA,Oct 2020,23
88ad36c483fffff,WIMBLEDON ESTATE,Aug 2020,23
88ad36136bfffff,DRIFTSANDS,Feb 2020,23
88ad3611e9fffff,CONNAUGHT,Jun 2020,23
88ad3611adfffff,GLENLILY,Jul 2020,23
88ad361047fffff,NYANGA,Aug 2020,23
88ad361825fffff,ZOO PARK,Aug 2020,23
88ad3656d7fffff,FISANTEKRAAL,Feb 2020,23
88ad36196bfffff,BLOEKOMBOS,Nov 2020,23
88ad3656d7fffff,FISANTEKRAAL,Apr 2020,23
88ad368dbbfffff,CONSTANTIA,Jul 2020,23
88ad36b967fffff,HOUT BAY,Apr 2020,23
88ad361021fffff,NOOITGEDACHT,Jul 2020,23
88ad36135bfffff,LENTEGEUR,Nov 2020,23
88ad368c27fffff,RETREAT,Feb 2020,23
88ad36626bfffff,MAMRE,Jun 2020,23
88ad368931fffff,ENKANINI,Jun 2020,23
88ad36113bfffff,RAVENSMEAD,Jan 2020,23
88ad36c411fffff,PENHILL,Dec 2020,23
88ad368e1bfffff,FISH HOEK,Feb 2020,23
88ad368dcbfffff,RETREAT,Feb 2020,23
88ad368935fffff,UMRHABULO TRIANGLE,Oct 2020,23
88ad3610e5fffff,BONTEHEUWEL,Jan 2020,23
88ad361a89fffff,BOSTON,Mar 2020,23
88ad368dc3fffff,BERGVLIET,Sep 2020,23
88ad360207fffff,TIJGERHOF,Jan 2020,23
88ad361ac7fffff,BELLVILLE CBD,Dec 2020,23
88ad36c4c7fffff,GREENFIELDS,Aug 2020,23
88ad36176bfffff,CLAREMONT,Feb 2020,23
88ad368d23fffff,LOTUS RIVER,Jun 2020,23
88ad361acdfffff,BELLVILLE SOUTH,Sep 2020,23
88ad3611bdfffff,VASCO ESTATE,Aug 2020,23
88ad361ad9fffff,KLIPKOP,Aug 2020,23
88ad36c6c9fffff,UMRHABULO TRIANGLE,Jun 2020,23
88ad36c661fffff,FIRGROVE,Jan 2020,23
88ad368d91fffff,CONSTANTIA,Oct 2020,23
88ad361a9bfffff,PAROW NORTH,Feb 2020,23
88ad361357fffff,PHILIPPI,May 2020,23
88ad361555fffff,DISTRICT SIX,Mar 2020,23
88ad3611c1fffff,MATROOSFONTEIN,Nov 2020,23
88ad36c6a1fffff,FOREST VILLAGE,Nov 2020,23
88ad36011bfffff,PARKLANDS,Oct 2020,23
88ad368987fffff,KHAYELITSHA,Sep 2020,23
88ad36c647fffff,NEW SCHEME,Apr 2020,23
88ad361359fffff,IKWEZI PARK,Mar 2020,23
88ad36d5a9fffff,BRIZA,Jan 2020,23
88ad36b947fffff,HOUT BAY,Aug 2020,23
88ad361161fffff,BELHAR EXT 20,Mar 2020,23
88ad361403fffff,CAMPS BAY / BAKOVEN,Sep 2020,23
88ad3611c5fffff,CONNAUGHT,Jan 2020,23
88ad368c33fffff,TOKAI,Feb 2020,23
88ad36626bfffff,MAMRE,Nov 2020,23
88ad36c643fffff,RIVERSIDE,Jun 2020,23
88ad3671d9fffff,SHERWOOD,May 2020,23
88ad368981fffff,TAFELSIG,Oct 2020,23
88ad361045fffff,NYANGA,May 2020,23
88ad368463fffff,SCARBOROUGH,Sep 2020,23
88ad3656ddfffff,GREENVILLE GARDEN CITY,Jan 2020,23
88ad368ed3fffff,SUNNYDALE,Mar 2020,23
88ad361293fffff,KENILWORTH,Nov 2020,23
88ad361429fffff,GARDENS,Dec 2020,23
88ad36155bfffff,VREDEHOEK,Aug 2020,23
88ad36d5c9fffff,STRAND,Nov 2020,23
88ad361951fffff,PEERLESS PARK EAST,Nov 2020,23
88ad36b929fffff,HOUT BAY,Dec 2020,23
88ad368993fffff,WESTRIDGE - MITCHELLS PLAIN,Dec 2020,23
88ad361099fffff,MOWBRAY,Mar 2020,23
88ad36c661fffff,FIRGROVE,Nov 2020,23
88ad36b967fffff,HOUT BAY,Mar 2020,23
88ad368dadfffff,PLUMSTEAD,May 2020,23
88ad361245fffff,MORGANS VILLAGE,Nov 2020,23
88ad361a03fffff,SONEIKE II,Oct 2020,23
88ad36b963fffff,HOUT BAY,Jan 2020,23
88ad368933fffff,KUYASA,Jul 2020,23
88ad361181fffff,RUYTERWACHT,Jan 2020,23
88ad361ac9fffff,BELLVILLE SOUTH,Mar 2020,23
88ad36858dfffff,OCEAN VIEW,Sep 2020,23
88ad361747fffff,CLAREMONT,Dec 2020,23
88ad360037fffff,WEST BEACH,Jun 2020,23
88ad361263fffff,WOODLANDS,Mar 2020,23
88ad361023fffff,NOOITGEDACHT,Oct 2020,23
88ad36898dfffff,TAFELSIG,Dec 2020,23
88ad368c27fffff,RETREAT,Jan 2020,23
88ad360345fffff,PANORAMA,Dec 2020,23
88ad36d5e5fffff,GOLDEN ACRE,Sep 2020,23
88ad3611adfffff,GLENLILY,Dec 2020,23
88ad361821fffff,LANGEBERG RIDGE,Apr 2020,23
88ad361049fffff,PHILIPPI,Jul 2020,23
88ad361129fffff,BELHAR EXT 23,Oct 2020,23
88ad36c48bfffff,SILVERSANDS,Oct 2020,23
88ad361811fffff,EVERSDAL ,Feb 2020,23
88ad360031fffff,TABLE VIEW,Nov 2020,23
88ad3612adfffff,HANOVER PARK,Sep 2020,23
88ad361241fffff,WESTGATE,Jul 2020,23
88ad360157fffff,DUNOON,Oct 2020,23
88ad368d89fffff,MEADOWRIDGE,Jun 2020,23
88ad36c497fffff,WESBANK,Jul 2020,23
88ad361019fffff,SURREY ESTATE,Dec 2020,23
88ad361081fffff,PINELANDS,Sep 2020,23
88ad361957fffff,PEERLESS PARK NORTH,Sep 2020,23
88ad360357fffff,EDGEMEAD,Sep 2020,23
88ad361a8dfffff,OAKDALE,Mar 2020,23
88ad361285fffff,HANOVER PARK,Mar 2020,23
88ad3610cbfffff,ATHLONE,Jan 2020,23
88ad368c67fffff,SEAWINDS,Dec 2020,23
88ad361513fffff,GREEN POINT,Nov 2020,23
88ad368c35fffff,RETREAT,Sep 2020,23
88ad361295fffff,LANSDOWNE,Feb 2020,23
88ad368c2dfffff,SEAWINDS,Aug 2020,23
88ad36c4bbfffff,HIGHBURY PARK,Jun 2020,23
88ad361a2bfffff,BURGUNDY,Dec 2020,23
88ad36c45bfffff,EERSTERIVIER,Aug 2020,23
88ad368d05fffff,PELIKAN PARK,Dec 2020,23
88ad36114dfffff,VOORBRUG,Apr 2020,23
88ad3670edfffff,AVONDALE - WESFLEUR,Oct 2020,23
88ad36c2dbfffff,PAREL VALLEI,Sep 2020,23
88ad360241fffff,KENSINGTON,Mar 2020,23
88ad361b15fffff,SCOTTSDENE,Oct 2020,23
88ad3670edfffff,ROBINVALE,Apr 2020,23
88ad368d1dfffff,ZEEKOEVLEI,Jan 2020,23
88ad368d33fffff,PARKWOOD,Aug 2020,23
88ad361a11fffff,LABIANCE,Jan 2020,23
88ad36118dfffff,ELSIES RIVER,Mar 2020,23
88ad361b15fffff,SCOTTSDENE,Aug 2020,23
88ad361247fffff,RONDEVLEI PARK,Jan 2020,23
88ad36c4c7fffff,GREENFIELDS,Feb 2020,23
88ad3610e5fffff,LANGA,Dec 2020,23
88ad3615e9fffff,GREEN POINT,Jan 2020,23
88ad361269fffff,LENTEGEUR,Nov 2020,23
88ad36d51bfffff,ASANDA,Nov 2020,23
88ad361049fffff,NYANGA,Feb 2020,23
88ad361261fffff,LENTEGEUR,Jun 2020,23
88ad361145fffff,ROOSENDAL,Jul 2020,23
88ad36b94bfffff,HOUT BAY,Sep 2020,23
88ad368d23fffff,LOTUS RIVER,Apr 2020,23
88ad36126bfffff,WOODLANDS,Apr 2020,23
88ad368d11fffff,GRASSY PARK,Mar 2020,23
88ad361a11fffff,LABIANCE,Oct 2020,23
88ad361221fffff,PHILIPPI,Jul 2020,23
88ad361143fffff,DELFT 3,Jun 2020,23
88ad36c497fffff,WESBANK,Nov 2020,23
88ad36854dfffff,SIMON'S TOWN,Jun 2020,23
88ad361221fffff,PHILIPPI,Jun 2020,23
88ad3611cbfffff,BISHOP LAVIS,Aug 2020,23
88ad3671dbfffff,SHERWOOD,Apr 2020,23
88ad36c4b3fffff,KALKFONTEIN,Oct 2020,23
88ad368dd3fffff,CONSTANTIA,Jul 2020,23
88ad361083fffff,PINELANDS,Jan 2020,23
88ad361023fffff,BISHOP LAVIS,Apr 2020,23
88ad361347fffff,MXOLISI PHETANI,Dec 2020,23
88ad36c4d1fffff,FAIRDALE,Mar 2020,23
88ad36c4b3fffff,KALKFONTEIN,Nov 2020,23
88ad360007fffff,TABLE VIEW,Jan 2020,23
88ad361439fffff,CLIFTON,Dec 2020,23
88ad3689e5fffff,MANDELA PARK,Oct 2020,23
88ad361811fffff,EVERSDAL ,Oct 2020,23
88ad3601ddfffff,BLOUBERG SANDS,Aug 2020,23
88ad36c459fffff,EERSTERIVIER SOUTH,Nov 2020,23
88ad368dd1fffff,CONSTANTIA,Nov 2020,23
88ad36d437fffff,STRAND,Sep 2020,23
88ad3616c9fffff,LLANDUDNO,Dec 2020,23
88ad36165bfffff,HOUT BAY,Sep 2020,23
88ad361217fffff,PHILIPPI,Dec 2020,23
88ad368ed3fffff,SUNNYDALE,Dec 2020,23
88ad361301fffff,DELFT SOUTH,Aug 2020,23
88ad361013fffff,SILVERTOWN,Aug 2020,23
88ad36113bfffff,RAVENSMEAD,Dec 2020,23
88ad361a5bfffff,SAREPTA,Oct 2020,23
88ad36155bfffff,VREDEHOEK,Dec 2020,23
88ad36b947fffff,HOUT BAY,Jan 2020,23
88ad361543fffff,WOODSTOCK,Mar 2020,23
88ad368d03fffff,ZEEKOEVLEI,Jul 2020,23
88ad360235fffff,MILNERTON,Nov 2020,23
88ad3611e1fffff,FLORIDA,Nov 2020,23
88ad36030bfffff,EDGEMEAD,Oct 2020,23
88ad36c413fffff,ROSEDALE - KLEIN VLEI,May 2020,23
88ad36024dfffff,WINDERMERE,Dec 2020,23
88ad36c48bfffff,HAPPY VALLEY,Sep 2020,23
88ad368d85fffff,PLUMSTEAD,Sep 2020,23
88ad361821fffff,LANGEBERG RIDGE,Sep 2020,22
88ad361725fffff,ROSEBANK,Sep 2020,22
88ad361269fffff,LENTEGEUR,Apr 2020,22
88ad36010bfffff,DUNOON,Feb 2020,22
88ad361335fffff,LEIDEN,Oct 2020,22
88ad36114bfffff,DELFT 5,Jun 2020,22
88ad361181fffff,RUYTERWACHT,Dec 2020,22
88ad368da5fffff,WYNBERG,Aug 2020,22
88ad36c411fffff,PENHILL,Feb 2020,22
88ad368edbfffff,SUNNYDALE,Mar 2020,22
88ad36d435fffff,STRAND,Dec 2020,22
88ad361011fffff,SURREY ESTATE,Sep 2020,22
88ad360319fffff,BOTHASIG,Mar 2020,22
88ad360157fffff,DUNOON,Dec 2020,22
88ad36c4bdfffff,KUILS RIVER COMMON,Dec 2020,22
88ad36c6a3fffff,HILLCREST HEIGHTS,Apr 2020,22
88ad3689adfffff,ILITHA PARK,Feb 2020,22
88ad361335fffff,LEIDEN,Mar 2020,22
88ad361941fffff,BLOEKOMBOS,Jul 2020,22
88ad36c2d3fffff,HELDERRANT,Aug 2020,22
88ad361ae3fffff,OAKDALE,Jul 2020,22
88ad36174dfffff,KENILWORTH,Jan 2020,22
88ad361455fffff,CAMPS BAY / BAKOVEN,Jun 2020,22
88ad368dadfffff,PLUMSTEAD,Aug 2020,22
88ad3610c9fffff,BELGRAVIA,Jun 2020,22
88ad360201fffff,TIJGERHOF,Jul 2020,22
88ad3610a5fffff,THORNTON,Oct 2020,22
88ad361325fffff,WESBANK,Sep 2020,22
88ad361165fffff,KALKFONTEIN,Jun 2020,22
88ad361a5bfffff,SAREPTA,Jul 2020,22
88ad361a25fffff,BRACKENFELL SOUTH,Nov 2020,22
88ad368893fffff,STRANDFONTEIN,Mar 2020,22
88ad36195bfffff,SCOTTSVILLE,Jun 2020,22
88ad368895fffff,STRANDFONTEIN,Oct 2020,22
88ad361817fffff,VYGEBOOM,Aug 2020,22
88ad36196bfffff,BLOEKOMBOS,Oct 2020,22
88ad36174dfffff,KENILWORTH,Dec 2020,22
88ad3610e5fffff,LANGA,Aug 2020,22
88ad3612a1fffff,NEWFIELDS,Dec 2020,22
88ad360d5bfffff,MELKBOSCH STRAND,May 2020,22
88ad368995fffff,BEACON VALLEY,Jul 2020,22
88ad368995fffff,MITCHELLS PLAIN CBD,Nov 2020,22
88ad361959fffff,EIKENDAL,Oct 2020,22
88ad36101bfffff,GATESVILLE,Dec 2020,22
88ad36d5cbfffff,STRAND,Jan 2020,22
88ad368d05fffff,PELIKAN PARK,Aug 2020,22
88ad360151fffff,DUNOON,Jan 2020,22
88ad361725fffff,ROSEBANK,Aug 2020,22
88ad36b92dfffff,HOUT BAY,Oct 2020,22
88ad36c6d1fffff,MANDELA PARK,Oct 2020,22
88ad36184dfffff,PROTEA HEIGHTS,Dec 2020,22
88ad361427fffff,TAMBOERSKLOOF,Aug 2020,22
88ad360007fffff,TABLE VIEW,Feb 2020,22
88ad3610e5fffff,LANGA,Jun 2020,22
88ad368993fffff,WESTRIDGE - MITCHELLS PLAIN,Mar 2020,22
88ad361239fffff,PHILIPPI,Dec 2020,22
88ad361867fffff,SCOTTSVILLE,Sep 2020,22
88ad3688a7fffff,WESTRIDGE - MITCHELLS PLAIN,Nov 2020,22
88ad3611adfffff,PAROW,Dec 2020,22
88ad368d1dfffff,ZEEKOEVLEI,Jul 2020,22
88ad360267fffff,SUMMER GREENS,Sep 2020,22
88ad361285fffff,HANOVER PARK,Jun 2020,22
88ad368c0dfffff,MUIZENBERG,Jan 2020,22
88ad3612a3fffff,PENLYN ESTATE,Dec 2020,22
88ad36010bfffff,DUNOON,Aug 2020,22
88ad3615e9fffff,GREEN POINT,Feb 2020,22
88ad36c69bfffff,NONQUBELA,Jan 2020,22
88ad360223fffff,PHOENIX,May 2020,22
88ad368d1bfffff,RETREAT,May 2020,22
88ad36c6d1fffff,MANDELA PARK,Nov 2020,22
88ad366247fffff,MAMRE,Oct 2020,22
88ad361849fffff,PROTEA HEIGHTS,Feb 2020,22
88ad361345fffff,MXOLISI PHETANI,Feb 2020,22
88ad3611adfffff,PAROW,Jul 2020,22
88ad3612d5fffff,OTTERY,Jun 2020,22
88ad368dc9fffff,RETREAT,May 2020,22
88ad36d553fffff,LWANDLE,May 2020,22
88ad3612e7fffff,HANOVER PARK,Oct 2020,22
88ad368c67fffff,SEAWINDS,Feb 2020,22
88ad361353fffff,PHILIPPI,May 2020,22
88ad360e27fffff,MELKBOSCH STRAND,Feb 2020,22
88ad361917fffff,KRAAIFONTEIN,Jul 2020,22
88ad361011fffff,SURREY ESTATE,Feb 2020,22
88ad361513fffff,GREEN POINT,Jul 2020,22
88ad3611adfffff,GLENLILY,Feb 2020,22
88ad361555fffff,DISTRICT SIX,Nov 2020,22
88ad3688a7fffff,ROCKLANDS,Nov 2020,22
88ad36852bfffff,GLENCAIRN,Jul 2020,22
88ad36142dfffff,GARDENS,Oct 2020,22
88ad361189fffff,RUYTERWACHT,Jan 2020,22
88ad36170dfffff,NEWLANDS,Jan 2020,22
88ad361023fffff,VALHALLA PARK,Mar 2020,22
88ad366269fffff,MAMRE,Oct 2020,22
88ad360315fffff,BOTHASIG,Oct 2020,22
88ad36126dfffff,LENTEGEUR,Sep 2020,22
88ad36023dfffff,MILNERTON,Nov 2020,22
88ad368de3fffff,PLUMSTEAD,Oct 2020,22
88ad36c483fffff,SUNBIRD PARK,Jun 2020,22
88ad36114bfffff,LEIDEN,Apr 2020,22
88ad3612e3fffff,HANOVER PARK,Sep 2020,22
88ad361949fffff,WALLACEDENE,Aug 2020,22
88ad368d2bfffff,PHILIPPI,Aug 2020,22
